epoch,global_step,grad_evals,time_s,epoch_s,img_per_s,lr,train_loss,train_acc,train_err,train_top5,train_ece,train_macro_f1,train_conf,eval_loss,eval_acc,eval_err,eval_top5,eval_ece,eval_macro_f1,eval_conf,gen_gap,theta_norm,grad_norm,update_norm,gamma,fw_gap,gap_rel,cos_ts,cos_prev,cos_adam,in_C
1,390,390,58.0,58.0,861,nan,1.8612365233592498,33.72596153846154,66.27403846153845,85.56089743589743,0.6529353093355894,32.95401930809021,33.92801226904759,1.7429404258728027,34.56000089645386,65.43999910354614,89.15,15.903839468955994,29.96550634241012,50.46384334564209,-0.8340393579923173,52.34782028198242,0.09601031037280865,14.372288227081299,0.002564102564102564,50.10259206466592,0.9992680585571162,0.21368959533198004,0.15874727966128363,0.31022088521970875,1.0
2,780,780,114.83,56.82,878,nan,1.301349413089263,52.66626602564103,47.33373397435897,93.91426282051282,1.6969868913292885,52.06565260887146,51.04246670619035,1.3386096954345703,51.99999809265137,48.00000190734863,93.95,2.563054673373699,52.3496936660578,53.76901030540466,0.6662679329896619,39.81471633911133,0.21591757174944293,0.03779792785644531,0.001282051282051282,133.5593766241406,0.9980889724790486,0.09637859616058575,0.07072697797148826,0.3240305269559158,1.0
3,1170,1170,171.81,56.96,876,nan,1.0589410225550333,62.37379807692308,37.62620192307692,96.29407051282051,1.932969130575657,62.145400047302246,60.4412953211711,1.024079442024231,63.8700008392334,36.1299991607666,96.55,0.9607935324311256,63.84079134247831,64.21405076980591,-1.4962027623103182,35.35400390625,0.32302865881013865,0.013422966003417969,0.0008547008547008547,238.13110903348678,0.9976515033300751,0.0814913128213848,0.07356035245338131,0.3218927190797493,1.0
4,1560,1560,227.77,55.95,892,nan,0.9121592167096261,67.99278846153847,32.00721153846153,97.3016826923077,2.143312804400921,67.88191199302673,65.84946898313669,0.8747751712799072,68.66000294685364,31.339997053146362,97.96,1.6167763620615005,68.7015567404828,69.68082785606384,-0.6672144853151707,33.237003326416016,0.40415912287594,0.005075931549072266,0.000641025641025641,329.90621191385463,0.9973017357603969,0.07592261400099211,0.11387204014261446,0.3193379628173493,1.0
5,1950,1950,283.83,56.05,891,nan,0.806086058035875,71.80689102564102,28.193108974358978,97.94471153846153,1.8996762111783028,71.73852324485779,69.90726076639615,0.7640772461891174,72.79000282287598,27.209997177124023,98.37,1.891108974814415,73.15640291870348,70.98659873008728,-0.9831117972349546,32.07558822631836,0.4687456146185476,0.0028657913208007812,0.0005128205128205128,415.4042622339267,0.9972517780817135,0.07255810699704036,0.13218361165885956,0.3265849140861908,1.0
6,2340,2340,339.83,55.99,892,nan,0.7113501811638857,75.36858974358974,24.631410256410263,98.47155448717949,2.045627124607563,75.31268000602722,73.32304410445384,0.7042141556739807,74.77999925613403,25.220000743865967,98.9,1.865113340318203,75.33390600938759,76.24928951263428,0.5885904874557042,31.29850959777832,0.524898122994228,0.0011072158813476562,0.00042735042735042735,497.63014046817256,0.9971733492409184,0.06835053801894286,0.1443853947965813,0.3307904986310638,1.0
7,2730,2730,395.69,55.85,894,nan,0.6379168220055409,78.09695512820512,21.903044871794876,98.80408653846153,2.153599262237549,78.05399894714355,75.943263845566,0.669197142124176,77.17999815940857,22.82000184059143,98.78,1.8743650987744331,76.75690762319702,78.2008409500122,0.9169569687965549,30.833852767944336,0.5745120381008021,0.0013580322265625,0.0003663003663003663,567.4109962813366,0.9970012805917084,0.06475081093641118,0.13840819633879362,0.33944210861668306,1.0
8,3120,3120,451.78,56.08,890,nan,0.5837842932114234,79.94391025641026,20.056089743589737,98.99439102564102,1.8309377133846283,79.90099787712097,78.11289311983647,0.5957518815994263,79.65999841690063,20.340001583099365,98.87,0.9912893176078796,79.63939008633483,79.07188534736633,0.28391183950962784,30.398622512817383,0.6412392043605856,0.0007359981536865234,0.0003205128205128205,641.5411406958715,0.9970553892817025,0.06261309994048282,0.16196318303254903,0.342725023573736,1.0
9,3510,3510,507.72,55.93,893,nan,0.5350819907127282,81.875,18.125,99.08453525641026,2.0789336413145065,81.85200691223145,79.80803115245624,0.5595861077308655,80.77999949455261,19.220000505447388,99.2,1.24423298984766,80.45897134000265,81.13081455230713,1.0950005054473877,30.132966995239258,0.7009201194705433,0.0011816024780273438,0.0002849002849002849,705.1385237410283,0.996920827165793,0.05965518594259514,0.17118235176109825,0.3479836839340206,1.0
10,3900,3900,563.8,56.07,890,nan,0.4994773662243134,82.9326923076923,17.067307692307693,99.24278846153847,1.6645073890686035,82.89223909378052,81.27340970895229,0.5413272380828857,81.66000247001648,18.33999752998352,99.25,1.7442639917135239,81.47453720546602,82.05282092094421,1.272689837675827,29.856273651123047,0.7388926627020059,0.001390695571899414,0.0002564102564102564,770.267799865741,0.997069880869817,0.05764824635584121,0.17156642278040812,0.3495330498171112,1.0
11,4290,4290,619.84,56.02,891,nan,0.473987307991737,83.85616987179488,16.143830128205124,99.35496794871794,1.6159653663635254,83.83485674858093,82.24028671399141,0.4967135787010193,82.73000121116638,17.269998788833618,99.37,1.3908963650465012,82.63687605741549,83.66336226463318,1.126168660628494,29.68619728088379,0.7949721052758092,0.0008208751678466797,0.0002331002331002331,832.0316951267995,0.9970828222778644,0.056561669376950785,0.17125069964337467,0.3545168547181158,1.0
