epoch,global_step,grad_evals,time_s,epoch_s,img_per_s,lr,train_loss,train_acc,train_err,train_top5,train_ece,train_macro_f1,train_conf,eval_loss,eval_acc,eval_err,eval_top5,eval_ece,eval_macro_f1,eval_conf,gen_gap,theta_norm,grad_norm,update_norm,gamma,fw_gap,gap_rel,cos_ts,cos_prev,cos_adam,in_C
1,390,390,45.75,45.75,1091,nan,3.1270784304692194,10.034054487179487,89.96594551282051,50.30048076923077,13.439583778381348,9.975489228963852,23.4732021486912,2.470355749130249,10.000000149011612,89.99999985098839,50.0,11.982760578393936,1.8181818181818181,21.982760727405548,0.03405433816787529,226.54092407226562,0.058433644234135815,10.309076309204102,0.3,102.34628762984887,1.1425347629265907,0.8193477405151033,0.0027220726389203488,nan,1.0
2,780,780,89.74,43.97,1135,nan,2.4555937938201122,9.811698717948717,90.18830128205128,49.821714743589745,10.907723009586334,9.792276471853256,20.719062284781383,2.456479787826538,10.000000149011612,89.99999985098839,50.0,9.411735087633133,1.8181818181818181,19.411735236644745,-0.18830143106289476,226.53872680664062,0.004530658646532712,0.002864837646484375,0.3,1.9990878927402007,1.1670711954434714,0.9549105362436635,-0.07329799788884628,nan,1.0
3,1170,1170,133.69,43.93,1136,nan,2.453168507111378,9.98798076923077,90.01201923076923,50.03605769230769,10.492274910211563,9.97472032904625,20.480485283411465,2.4074325561523438,10.000000149011612,89.99999985098839,50.0,6.768513470888138,1.8181818181818181,16.76851361989975,-0.012019379780841888,226.537109375,0.0044727993326458505,0.00153350830078125,0.3,1.9728700142640334,1.1673408893438486,0.9547959602330162,0.013800923918517163,nan,1.0
4,1560,1560,177.84,44.13,1131,nan,2.4530687381059697,9.903846153846153,90.09615384615384,50.07411858974359,10.839493572711945,9.872789680957794,20.743338545927635,2.445221185684204,10.000000149011612,89.99999985098839,50.0,12.161936610937119,1.8181818181818181,22.16193675994873,-0.09615399516545864,226.53790283203125,0.004511842363193082,0.0012683868408203125,0.3,1.989641015499066,1.1669214153901124,0.9549299385228553,-0.04098364663047668,nan,1.0
5,1950,1950,221.63,43.78,1140,nan,2.45360349997496,10.116185897435898,89.8838141025641,49.78565705128205,10.650622099637985,10.0898377597332,20.766904946321095,2.437737226486206,10.000000149011612,89.99999985098839,50.0,8.389315754175186,1.8181818181818181,18.389315903186798,0.11618574842428586,226.53823852539062,0.004506889025239813,0.0029010772705078125,0.3,1.9885880025533529,1.1672802148721158,0.9548037043581015,0.07772372421832421,nan,1.0
6,2340,2340,265.58,43.92,1137,nan,2.4519667405348557,10.072115384615385,89.92788461538461,50.22235576923077,10.661105811595917,10.040824860334396,20.733176240554222,2.4224865436553955,10.000000149011612,89.99999985098839,50.0,9.505974501371384,1.8181818181818181,19.505974650382996,0.07211523560377309,226.53746032714844,0.0044931773247757585,0.00281524658203125,0.3,1.9823700724503932,1.1668607072952466,0.9549412802318397,0.0798748493916952,nan,1.0
7,2730,2730,309.54,43.93,1136,nan,2.4547173133263223,9.979967948717949,90.02003205128204,49.821714743589745,10.886350274085999,9.963580965995789,20.866354810885895,2.4504969120025635,10.000000149011612,89.99999985098839,50.0,13.285645842552185,1.8181818181818181,23.285646736621857,-0.02003220029366304,226.53875732421875,0.004544040990330562,0.0022716522216796875,0.3,2.0041793525218963,1.1668861505312798,0.9549307855685999,0.06852267071222648,nan,1.0
8,3120,3120,353.59,44.04,1134,nan,2.452314797425881,9.957932692307692,90.0420673076923,50.26842948717949,10.585994273424149,9.93834137916565,20.543570751563095,2.381577253341675,10.000000149011612,89.99999985098839,50.0,3.599310666322708,1.8181818181818181,13.59931081533432,-0.042067456703920314,226.53631591796875,0.0044773053492025115,0.002960205078125,0.3,1.9756215130671477,1.1672676040576055,0.9548249979776617,-0.03902048179402183,nan,1.0
9,3510,3510,397.61,43.97,1135,nan,2.4560377854567306,9.881810897435898,90.1181891025641,50.18629807692308,10.997465252876282,9.857853502035141,20.879205576120277,2.4411330223083496,10.000000149011612,89.99999985098839,50.0,10.576403886079788,1.8181818181818181,20.5764040350914,-0.11818925157571414,226.53854370117188,0.004554318640383428,0.0028171539306640625,0.3,2.010172350284381,1.1668074537546207,0.9549497781562538,-0.06198362805522405,nan,1.0
10,3900,3900,441.46,43.8,1140,nan,2.454573098207131,10.116185897435898,89.8838141025641,49.93589743589744,10.499945282936096,10.083677619695663,20.61568571588932,2.4574875831604004,10.000000149011612,89.99999985098839,50.0,12.429443746805191,1.8181818181818181,22.429443895816803,0.11618574842428586,226.538818359375,0.0044898322880678136,0.0022029876708984375,0.3,1.9826427921270713,1.1672053110905183,0.9548375950596196,0.02542380527712596,nan,1.0
