epoch,global_step,grad_evals,time_s,epoch_s,img_per_s,lr,train_loss,train_acc,train_err,train_top5,train_ece,train_macro_f1,train_conf,eval_loss,eval_acc,eval_err,eval_top5,eval_ece,eval_macro_f1,eval_conf,gen_gap,theta_norm,grad_norm,update_norm,gamma,fw_gap,gap_rel,cos_ts,cos_prev,cos_adam,in_C
1,390,390,44.69,44.69,1117,nan,4.041366846133501,8.721955128205128,91.27804487179488,27.137419871794872,2.7502471581101418,6.046285480260849,6.202657464891672,3.8038833141326904,12.510000169277191,87.48999983072281,34.75,4.869381710886955,8.729847920987845,7.640618830919266,-3.7880450410720634,93.0979232788086,0.15840821448422174,0.30697154998779297,7.692307692307693e-05,450.95529186542217,0.9987607958989265,0.007802538451721974,0.0102878312289708,nan,1.0
2,780,780,88.05,43.35,1152,nan,3.794100326146835,12.17548076923077,87.82451923076923,34.557291666666664,4.114986956119537,8.772090822458267,8.060474968873537,3.7189953327178955,13.760000467300415,86.23999953269958,37.5,5.217532813549042,10.000283798301515,8.542466908693314,-1.584519698069645,91.39385986328125,0.22229626641036235,0.004590034484863281,3.846153846153846e-05,644.6454992832282,0.9981016513628838,0.011919265126851522,0.0070509207641445675,nan,1.0
3,1170,1170,131.12,43.05,1160,nan,3.7295133933042868,13.275240384615385,86.72475961538461,36.39823717948718,4.497474059462547,9.820464998483658,8.777777736003582,3.669365167617798,14.550000429153442,85.44999957084656,38.85,5.082740634679794,10.702985777877316,9.467258304357529,-1.2747600445380574,90.42178344726562,0.25845702934766734,0.0025396347045898438,2.564102564102564e-05,753.5812395144732,0.9979673834947439,0.012773460615793817,-0.013802532437318623,nan,1.0
4,1560,1560,174.5,43.35,1152,nan,3.6934122330103163,13.802083333333334,86.19791666666667,37.4619391025641,4.631367325782776,10.522817075252533,9.173959287313314,3.6379692554473877,14.890000224113464,85.10999977588654,39.71,4.953156039118767,11.279260364870366,9.936843812465668,-1.0879168907801304,89.74262237548828,0.2862897770029677,0.0017490386962890625,1.923076923076923e-05,835.1803307166466,0.9979163501507197,0.013092826448868698,-0.013516446584081571,nan,1.0
5,1950,1950,218.23,43.69,1143,nan,3.665186446752304,14.405048076923077,85.59495192307692,38.513621794871796,4.911564663052559,11.13225370645523,9.493481136667423,3.614488363265991,15.360000729560852,84.63999927043915,40.37,5.304909870028496,11.73277026879638,10.055090487003326,-0.9549526526377754,89.22246551513672,0.3067669915164669,0.001338958740234375,1.5384615384615384e-05,898.880168738732,0.9978500451797094,0.013505109581912565,-0.002094761743680121,nan,1.0
6,2340,2340,261.63,43.34,1152,nan,3.6435313885028546,14.571314102564102,85.4286858974359,39.19471153846154,4.879917949438095,11.334652453660965,9.693322798762566,3.5975546836853027,15.719999372959137,84.28000062704086,40.91,5.377981439232826,12.100387214762778,10.3420190513134,-1.1486852703950348,88.80171966552734,0.3242405574576576,0.0011053085327148438,1.282051282051282e-05,950.9527278019832,0.9978132883707682,0.013720044205666818,-0.012857812996847887,nan,1.0
7,2730,2730,305.36,43.69,1143,nan,3.6290045909392528,14.93389423076923,85.06610576923077,39.397035256410255,4.991899058222771,11.653488129377365,9.942497825011229,3.5809948444366455,16.030000150203705,83.9699998497963,41.16,5.351158231496811,12.289782918334591,10.678842663764954,-1.0961059194344749,88.44779968261719,0.3393211783403256,0.0008916854858398438,1.0989010989010989e-05,996.6369802621695,0.9978203310416295,0.013683391508124802,0.013138902058193595,nan,1.0
8,3120,3120,348.98,43.54,1147,nan,3.615797355847481,15.148237179487179,84.85176282051282,39.95592948717949,5.060982704162598,11.931249499320984,10.09406879162177,3.5709691047668457,16.4000004529953,83.5999995470047,41.45,5.994175747036934,12.774438447715983,10.405824333429337,-1.2517632735081214,88.14341735839844,0.35179101941650454,0.0007801055908203125,9.615384615384616e-06,1033.572478935046,0.9977827660548382,0.013905780560544046,-0.012019436932479597,nan,1.0
9,3510,3510,392.46,43.44,1149,nan,3.59778315226237,15.492788461538462,84.50721153846153,40.466746794871796,5.253153294324875,12.257907539606094,10.239646098552607,3.5547878742218018,16.380000114440918,83.61999988555908,42.05,5.404428765177727,12.705826287361338,10.975570976734161,-0.8872116529024563,87.8770980834961,0.36392085415406095,0.0007143020629882812,8.547008547008546e-06,1073.0568115234375,0.9977332393328349,0.01421319915618048,-0.006116320587492032,nan,1.0
10,3900,3900,436.14,43.63,1144,nan,3.5901741516895784,15.498798076923077,84.50120192307692,40.77724358974359,5.174906551837921,12.32142522931099,10.323891271001253,3.543618679046631,16.459999978542328,83.54000002145767,42.25,5.3303975611925125,12.780349005304972,11.129603534936905,-0.9612019016192512,87.63978576660156,0.37750773344444044,0.0006055831909179688,7.692307692307692e-06,1112.2243949694512,0.9977362372936347,0.014185763439874181,0.023747387630522254,nan,1.0
11,4290,4290,479.78,43.59,1145,nan,3.5793045141758064,15.78525641025641,84.21474358974359,40.99959935897436,5.318757891654968,12.587682902812958,10.467882576661232,3.5356059074401855,16.539999842643738,83.46000015735626,42.47,5.257431790232658,12.89968726814929,11.28256842494011,-0.7547434323873272,87.4260025024414,0.3867563029942222,0.00054168701171875,6.993006993006993e-06,1138.722323373648,0.9977277048123189,0.014236957330077203,-0.0004419703123457798,nan,1.0
12,4680,4680,523.47,43.64,1144,nan,3.5684791075877653,16.06169871794872,83.93830128205128,41.34014423076923,5.497129634022713,12.818297743797302,10.56669189570806,3.526479721069336,16.71999990940094,83.28000009059906,42.9,5.474851280450821,13.17858014337761,11.245148628950119,-0.658301191452221,87.23194885253906,0.3937227429336914,0.000499725341796875,6.41025641025641e-06,1162.985073461288,0.9976870535275875,0.01448586877138954,0.01931008236096727,nan,1.0
13,5070,5070,567.05,43.54,1147,nan,3.563487321902544,15.995592948717949,84.00440705128204,41.5244391025641,5.346129462122917,12.835977971553802,10.649463343314636,3.51880145072937,16.86999946832657,83.13000053167343,42.97,5.566281825304031,13.299307565020573,11.303718388080597,-0.8744065196086197,87.0539321899414,0.40284947939071486,0.0004558563232421875,5.917159763313609e-06,1189.5757817195013,0.9976906325572577,0.014450945790341698,0.011144726646484854,nan,1.0
14,5460,5460,610.7,43.63,1144,nan,3.5562487088716948,16.15985576923077,83.84014423076923,41.53846153846154,5.420907959342003,12.923246622085571,10.74473915191797,3.5125679969787598,17.090000212192535,82.90999978780746,43.19,5.750209465622902,13.548178059676808,11.341376602649689,-0.9301444429617653,86.8897933959961,0.4093915772722163,0.00041961669921875,5.494505494505494e-06,1210.11924219376,0.9976738209907825,0.01455350042592678,-0.007094829776809029,nan,1.0
15,5850,5850,654.3,43.58,1145,nan,3.5489640064728567,16.219951923076923,83.78004807692308,42.01322115384615,5.409742146730423,13.0017951130867,10.812782312815006,3.50669527053833,17.139999568462372,82.86000043153763,43.15,5.612167343497276,13.554686366119492,11.527831852436066,-0.9200476453854485,86.73722839355469,0.4159018140237283,0.0003948211669921875,5.128205128205128e-06,1230.451428535657,0.9976907179905818,0.014441174448196141,-0.03299922371014924,nan,1.0
