epoch,global_step,grad_evals,time_s,epoch_s,img_per_s,lr,train_loss,train_acc,train_err,train_top5,train_ece,train_macro_f1,train_conf,eval_loss,eval_acc,eval_err,eval_top5,eval_ece,eval_macro_f1,eval_conf,gen_gap,theta_norm,grad_norm,update_norm,gamma,fw_gap,gap_rel,cos_ts,cos_prev,cos_adam,in_C
1,351,351,8.94,8.94,5025,0.0975666359041341,1.7296151415235297,37.4599358974359,62.5400641025641,87.42654914529915,6.100848317146301,37.157344818115234,43.558205366983714,1.379407286643982,49.000000953674316,50.999999046325684,94.5,5.122901871800423,47.23531102318014,53.534919023513794,-11.540065056238419,111.81595611572266,nan,0.00026226043701171875,nan,nan,nan,nan,nan,nan,nan
2,702,702,16.05,7.11,6319,0.09047713809717392,1.2448974567600803,54.56730769230769,45.43269230769231,94.83173076923077,2.720721811056137,54.34712767601013,57.288024933249865,1.0836308002471924,60.69999933242798,39.30000066757202,96.44,4.298512265086174,60.58151799946414,64.99436497688293,-6.132691640120285,111.91770935058594,nan,0.00035381317138671875,nan,nan,nan,nan,nan,nan,nan
3,1053,1053,23.1,7.05,6371,0.07942545599245804,1.0119782560571307,63.45263532763533,36.54736467236467,96.71919515669515,2.0750394091010094,63.353508710861206,65.4975419540351,0.9213720560073853,67.43999719619751,32.56000280380249,97.54,1.4615227468311787,67.67736458072613,67.19223856925964,-3.987361868562182,112.00826263427734,nan,0.0002231597900390625,nan,nan,nan,nan,nan,nan,nan
4,1404,1404,30.05,6.94,6472,0.06549340523599308,0.8617187612756365,69.3442841880342,30.655715811965806,97.73860398860398,1.2237503193318844,69.26836967468262,70.51306225975014,0.8865578174591064,69.22000050544739,30.779999494552612,97.96,3.144538030028343,69.13101238137523,72.17060923576355,0.12428368258680678,112.08028411865234,nan,0.00019359588623046875,nan,nan,nan,nan,nan,nan,nan
5,1755,1755,37.26,7.22,6227,0.05004475202612731,0.7424757964590676,73.7335292022792,26.2664707977208,98.35514601139602,0.7048004306852818,73.6859381198883,74.27810182598581,0.6997547149658203,75.3000020980835,24.699997901916504,98.64,1.337135024368763,75.88435493369434,75.62195658683777,-1.5664728958042957,112.13255310058594,nan,0.00017452239990234375,nan,nan,nan,nan,nan,nan,nan
6,2106,2106,44.38,7.11,6317,0.034591718176138465,0.6499754887530607,76.9386574074074,23.061342592592595,98.7735933048433,0.3872342873364687,76.89424753189087,77.1018485737662,0.6278993487358093,78.02000045776367,21.979999542236328,98.9,1.4125694520771503,78.14416106430284,79.24923300743103,-1.081343050356267,112.16532135009766,nan,8.296966552734375e-05,nan,nan,nan,nan,nan,nan,nan
7,2457,2457,51.34,6.97,6449,0.02064695430688134,0.5801994325938048,79.61404914529915,20.38595085470085,98.96723646723646,0.508615281432867,79.57905530929565,79.2832785182529,0.545795202255249,80.86000084877014,19.13999915122986,99.0,1.243813894689083,81.0268531392088,81.49034380912781,-1.2459517034709933,112.1811294555664,nan,5.53131103515625e-05,nan,nan,nan,nan,nan,nan,nan
8,2808,2808,58.14,6.8,6607,0.009575471064761743,0.5285943975815406,81.47480413105413,18.525195868945872,99.12526709401709,0.7691249251365662,81.43250346183777,80.75397826327897,0.5130743384361267,81.7799985408783,18.220001459121704,99.08,1.3184989802539349,81.85123891175061,82.25016593933105,-0.3051944098241677,112.18758392333984,nan,2.384185791015625e-05,nan,nan,nan,nan,nan,nan,nan
9,3159,3159,65.15,7.01,6413,0.0024610223690779975,0.4969073030513916,82.61885683760684,17.38114316239316,99.2588141025641,1.199907623231411,82.56800770759583,81.51900175629858,0.492450475692749,82.35999941825867,17.640000581741333,99.3,1.0798461735248566,82.51370904671037,82.87413120269775,0.25885741934817474,112.18943786621094,nan,3.814697265625e-06,nan,nan,nan,nan,nan,nan,nan
10,3510,3510,72.24,7.09,6337,2.002744243778665e-08,0.47964807215579214,83.29326923076923,16.706730769230774,99.32113603988604,1.5087390318512917,83.25340151786804,81.81804348940183,0.49008768796920776,82.52000212669373,17.479997873306274,99.16,1.1274353601038456,82.67256953809824,82.96324014663696,0.7732671040755008,112.1896743774414,nan,0.0,nan,nan,nan,nan,nan,nan,nan
