epoch,global_step,grad_evals,time_s,epoch_s,img_per_s,lr,train_loss,train_acc,train_err,train_top5,train_ece,train_macro_f1,train_conf,eval_loss,eval_acc,eval_err,eval_top5,eval_ece,eval_macro_f1,eval_conf,gen_gap,theta_norm,grad_norm,update_norm,gamma,fw_gap,gap_rel,cos_ts,cos_prev,cos_adam,in_C
1,390,390,35.45,35.45,1408,nan,3.0091323131170027,10.47275641025641,89.52724358974359,51.36418269230769,14.568939805030823,10.42146310210228,25.0416706292293,2.5968985557556152,10.000000149011612,89.99999985098839,49.61,21.428778767585754,1.8181818181818181,31.428778171539307,0.47275626124479864,99.18223571777344,0.13712587298559079,41.60465049743652,0.05060676660611969,87.04134023128411,1.0020409596272004,-0.020180204438324932,0.009509441483974196,nan,1.0
2,780,780,67.9,32.42,1540,nan,2.3123060648257914,13.58974358974359,86.41025641025641,60.807291666666664,7.743807882070541,13.428084552288055,21.3335627470261,2.7280023097991943,16.14000052213669,83.85999947786331,64.58,27.659684419631958,5.792144643480165,43.51718723773956,-2.550256932393099,91.2283706665039,0.06439730868198563,0.021722793579101562,0.03578190754231974,30.413069738485873,1.0007608919571607,-0.010801133379236992,0.00828737378099596,nan,1.0
3,1170,1170,100.37,32.44,1539,nan,2.1543776775017762,18.209134615384617,81.79086538461539,72.99879807692308,7.5259000062942505,18.05393099784851,25.73504321468182,2.787539005279541,14.759999513626099,85.2400004863739,60.58,36.09696924686432,6.566549899380528,50.85696578025818,3.449135101758518,87.53437042236328,0.08179768630269613,0.009685516357421875,0.029214620592431365,38.08324687908857,1.000421454814764,-0.004743439505098042,0.011994969427702298,nan,1.0
4,1560,1560,133.01,32.61,1531,nan,2.0446078789539825,22.393830128205128,77.60616987179488,78.15104166666667,6.090462952852249,22.172947227954865,28.484291858398,2.1110875606536865,19.70999985933304,80.29000014066696,74.93,9.017130732536316,11.858148408542139,28.72224450111389,2.6838302688720894,85.27320861816406,0.09060232119918464,0.0059490203857421875,0.025299875752431315,41.55860256781945,1.0002772407654004,-0.0030122080508395203,0.007634340964473207,nan,1.0
5,1950,1950,165.58,32.56,1533,nan,2.004254350906763,23.641826923076923,76.35817307692308,79.56330128205128,5.916590616106987,23.37946891784668,29.51952904080733,2.144508123397827,20.649999380111694,79.3500006198883,69.17,1.2803268618881702,11.916419820739558,21.16965800523758,2.991827542965229,83.70269012451172,0.09545089164238495,0.004273414611816406,0.02262839185828832,43.74880796579214,1.0002208640942207,-0.0024780462862500617,0.011446400529546355,nan,1.0
6,2340,2340,198.05,32.46,1538,nan,1.9783916155497232,24.489182692307693,75.5108173076923,80.73517628205128,5.519162118434906,24.173815548419952,29.997921333863186,1.9212417602539062,28.470000624656677,71.52999937534332,80.79,2.085523121058941,23.73217909037942,28.119608759880066,-3.980817932348984,82.52828979492188,0.09868698178843673,0.0031461715698242188,0.02065642448683767,45.24654379135523,1.0001836296839592,-0.002127484950214895,0.025930053017582486,nan,1.0
7,2730,2730,230.64,32.58,1532,nan,1.9594597792014097,25.30448717948718,74.69551282051282,81.41826923076923,5.101647228002548,24.979548156261444,30.4061074478504,2.037602663040161,25.009998679161072,74.99000132083893,78.16,5.909066274762154,20.499246685761374,28.686723113059998,0.29448850032610707,81.60685729980469,0.10337621983703878,0.0022153854370117188,0.019123838181810408,47.942949735201324,1.0001533075785025,-0.0017966362241555462,-0.0005071942997392459,nan,1.0
8,3120,3120,263.19,32.55,1534,nan,1.9417019037099985,26.095753205128204,73.9042467948718,82.06129807692308,5.2659135311841965,25.79788863658905,31.33984748751689,2.034669876098633,21.379999816417694,78.6200001835823,77.39,6.070452556014061,17.198761638263544,27.31941044330597,4.71575338871051,80.85700988769531,0.11143774410368026,0.0019636154174804688,0.01788847373023438,51.13299231896033,1.0001446338800284,-0.001767041536651283,0.01942580988947561,nan,1.0
9,3510,3510,295.64,32.44,1539,nan,1.9363717935024163,26.33213141025641,73.66786858974359,82.12139423076923,4.8635900020599365,25.938522815704346,31.18485926817625,2.1572134494781494,22.87999987602234,77.12000012397766,74.79,15.329299867153168,14.312699892752272,38.17949593067169,3.45213153423407,80.23289489746094,0.11753123592129329,0.0016384124755859375,0.016865216128163087,54.51407875158848,1.0001386912969443,-0.0017759922903499777,-0.0077411512940495485,nan,1.0
10,3900,3900,328.38,32.73,1525,nan,1.9168071820185735,27.159455128205128,72.84054487179488,82.87059294871794,4.709407314658165,26.80782973766327,31.868872749499786,2.395555019378662,17.61000007390976,82.38999992609024,67.88,22.71972745656967,11.3648290103094,40.32043814659119,9.549455054295368,79.70115661621094,0.11928241779158967,0.0013685226440429688,0.015999580285509508,55.55744191683256,1.0001145651707282,-0.0014624159081790503,-0.009988952091720493,nan,1.0
